"","word","freq"
"229","charan",71
"230","baal",70
"231","bollywood",70
"232","polic",70
"233","trump",70
"234","भाबीजी",70
"235","made",70
"236","one",70
"237","epi",70
"238","kundali",69
"239","koh",69
"240","तारक",69
"241","मेहता",69
"242","chandralekha",69
"243","make",68
"244","नहीं",68
"245","durga",68
"246","சந்திரலேகா",68
"247","death",67
"248","झला",67
"249","लगिरा",67
"250","valli",67
"251","வள்ளி",67
"252","ravi",67
"253","ishq",66
"254","23rd",66
"255","sembarathi",66
"256","15th",66
"257","16th",65
"258","ssc",65
"259","look",65
"260","sudheer",64
"261","audio",64
"262","बाद",64
"263","sheep",64
"264","kumkum",64
"265","unbox",64
"266","25th",64
"267","pre",64
"268","5th",63
"269","rajinikanth",63
"270","tech",63
"271","fact",63
"272","dil",63
"273","talki",62
"274","team",62
"275","danc",62
"276","result",61
"277","24th",61
"278","सबसे",61
"279","friend",61
"280","seetha",61
"281","कुंडली",60
"282","26th",60
"283","अफेयर्स",60
"284","hina",60
"285","एक",60
"286","event",60
"287","kid",60
"288","school",60
"289","mumbai",60
"290","peopl",60
"291","tiger",60
"292","vision",60
"293","19th",59
"294","entertain",59
"295","raj",59
"296","world",59
"297","22nd",59
"298","yadav",59
"299","baat",58
"300","🔴",58
"301","zee",58
"302","superhit",58
"303","marjawan",57
"304","phone",57
"305","prime",57
"306","3rd",57
"307","holi",57
"308","shilpa",57
"309","इश्क़",56
"310","mother",56
"311","ipl",56
"312","11th",56
"313","famili",56
"314","17th",56
"315","apr",56
"316","bharat",56
"317","20th",55
"318","मरजावाँ",55
"319","rrb",55
"320","dhaval",55
"321","12th",55
"322","studio",54
"323","agnyaathavaasi",54
"324","bhagwat",54
"325","shrimad",54
"326","south",54
"327","elect",54
"328","hyper",54
"329","azhagu",54
"330","21st",54
"331","chai",54
"332","polit",53
"333","domadiya",53
"334","now",53
"335","dhee",53
"336","booster",53
"337","revathi",53
"338","क्या",52
"339","prakash",52
"340","emot",52
"341","recept",52
"342","download",52
"343","teja",52
"344","keerthi",52
"345","हो",51
"346","4th",51
"347","రోజు",51
"348","ibp",51
"349","poster",51
"350","भी",51
"351","कर",51
"352","8th",51
"353","శ్రీదేవి",51
"354","27th",51
"355","vishal",51
"356","hyderabad",51
"357","झालं",51
"358","30th",50
"359","comedian",50
"360","bjp",50
"361","react",50
"362","drive",50
"363","hotstar",50
"364","cup",50
"365","filtercopi",50
"366","gan",49
"367","everi",49
"368","bhajan",49
"369","तो",49
"370","goal",49
"371","class",49
"372","oru",49
"373","28th",49
"374","nenu",49
"375","challeng",48
"376","launch",48
"377","कुमकुम",48
"378","issu",48
"379","షాక్",48
"380","upsc",48
"381","surya",48
"382","prelim",48
"383","lyric",48
"384","face",48
"385","raju",48
"386","rao",47
"387","hous",47
"388","jai",47
"389","6th",47
"390","18th",47
"391","10th",47
"392","ane",47
"393","लागिरं",47
"394","break",46
"395","respons",46
"396","9th",46
"397","swathi",46
"398","tej",46
"399","।",46
"400","moment",46
"401","student",46
"402","birthday",45
"403","हिंदी",45
"404","7th",45
"405","wwe",45
"406","peru",45
"407","recip",45
"408","aditya",45
"409","controversi",45
"410","bisket",45
"411","grand",44
"412","bucket",44
"413","hero",44
"414","gemini",44
"415","mca",44
"416","boy",44
"417","thing",44
"418","daughter",44
"419","work",44
"420","அழகு",44
"421","karthik",44
"422","son",43
"423","popular",43
"424","say",43
"425","english",43
"426","jeev",43
"427","end",43
"428","press",43
"429","sena",43
"430","tip",43
"431","इस",42
"432","cast",42
"433","varrier",42
"434","diari",42
"435","husband",42
"436","devi",42
"437","win",42
"438","madra",42
"439","లో",42
"440","nee",42
"441","entri",42
"442","दिया",42
"443","shind",42
"444","aadi",42
"445","hit",42
"446","photo",41
"447","competit",41
"448","mohanl",41
"449","whatsapp",41
"450","singer",41
"451","mogalirekulu",41
"452","lal",41
"453","khanna",41
"454","मोदी",41
"455","29th",41
"456","14th",41
"457","come",41
"458","master",41
"459","twist",40
"460","raw",40
"461","2018upcom",40
"462","question",40
"463","narendra",40
"464","shiva",40
"465","shashi",40
"466","చూడండి",40
"467","award",40
"468","white",39
"469","800",39
"470","viral",39
"471","ही",39
"472","31st",39
"473","other",39
"474","chiranjeevi",39
"475","night",39
"476","villag",39
"477","central",39
"478","13th",39
"479","drunk",39
"480","back",39
"481","हनुमान",38
"482","women",38
"483","పవన్",38
"484","करंट",38
"485","लाइव",38
"486","bro",38
"487","girlfriend",38
"488","chinukulu",38
"489","sapna",38
"490","verma",38
"491","redmi",38
"492","varun",38
"493","ntv",38
"494","తెలిస్తే",38
"495","madrid",38
"496","dethadi",38
"497","know",38
"498","war",38
"499","tapu",38
"500","voic",38
"501","ntr",38
"502","dhadrianwal",38
"503","couch",37
"504","ali",37
"505","reason",37
"506","इतना",37
"507","like",37
"508","serious",37
"509","menon",37
"510","stream",37
"511","pallavi",37
"512","food",37
"513","anirudh",37
"514","kalyanaparisu",37
"515","கல்யாணபரிசு",37
"516","dude",37
"517","match",37
"518","mahanati",37
"519","cri",37
"520","మీ",37
"521","barcelona",37
"522","sandhu",36
"523","game",36
"524","speak",36
"525","जनवरी",36
"526","play",36
"527","prema",36
"528","sunday",36
"529","away",36
"530","दिल",36
"531","sneak",36
"532","zinda",36
"533","kajal",36
"534","gautham",36
"535","katrina",36
"536","selfi",36
"537","call",36
"538","warn",35
"539","africa",35
"540","cine",35
"541","trick",35
"542","vanitha",35
"543","charact",35
"544","note",35
"545","सपना",35
"546","short",35
"547","tv1",35
"548","colleg",35
"549","कैसे",35
"550","kaif",35
"551","shetti",35
"552","आप",34
"553","ਦੀ",34
"554","chennai",34
"555","amit",34
"556","tournament",34
"557","test",34
"558","पैसा",34
"559","yogi",34
"560","bhavana",34
"561","secret",34
"562","शिव",34
"563","shankar",34
"564","fire",34
"565","anupama",34
"566","mohan",34
"567","abn",34
"568","mohini",34
"569","dahiya",34
"570","valentin",34
"571","trivikram",33
"572","jodi",33
"573","alpgroup",33
"574","kvs",33
"575","ever",33
"576","nagar",33
"577","गए",33
"578","dsp",33
"579","pyaar",33
"580","yaar",33
"581","prasad",33
"582","teluguon",33
"583","रात",33
"584","வீடியோ",33
"585","hair",33
"586","वनइंडिया",32
"587","gujarat",32
"588","dhanush",32
"589","sonam",32
"590","status",32
"591","gift",32
"592","pass",32
"593","leak",32
"594","pro",32
"595","100",32
"596","punjab",32
"597","main",32
"598","sensat",32
"599","vine",32
"600","akshay",32
"601","prepar",32
"602","fight",32
"603","announc",32
"604","vivek",32
"605","ਨੇ",31
"606","dhillon",31
"607","behind",31
"608","angri",31
"609","భార్య",31
"610","date",31
"611","rane",31
"612","akkineni",31
"613","rgv",31
"614","thaman",31
"615","gogineni",31
"616","filmibeat",31
"617","तक",31
"618","anasuya",31
"619","plan",31
"620","చేసిన",31
"621","mana",31
"622","gill",31
"623","lakshmi",31
"624","ਦਾ",30
"625","hanuman",30
"626","happi",30
"627","warang",30
"628","naga",30
"629","prayer",30
"630","take",30
"631","jio",30
"632","தெரியுமா",30
"633","director",30
"634","upscibp",30
"635","rate",30
"636","touch",30
"637","rahul",30
"638","हुआ",30
"639","report",30
"640","mahath",30
"641","extend",30
"642","filmi",30
"643","speed",30
"644","formula",30
"645","akash",30
"646","rangala",30
"647","tuzhat",30
"648","resumen",30
"649","नही",30
"650","ప్రదీప్",30
"651","bangla",30
"652","cash",30
"653","convers",30
"654","geet",30
"655","want",29
"656","success",29
"657","templ",29
"658","word",29
"659","akhil",29
"660","babi",29
"661","twistnirom",29
"662","clerkibpssscclat",29
"663","upscrrbsbi",29
"664","mostlysan",29
"665","parmish",29
"666","गया",29
"667","marri",29
"668","winner",29
"669","adaar",29
"670","pooja",29
"671","die",29
"672","bhaagamathi",29
"673","settai",29
"674","siva",29
"675","बड़ा",29
"676","pora",29
"677","pove",29
"678","lord",29
"679","simha",29
"680","anjali",28
"681","math",28
"682","hill",28
"683","diy",28
"684","kaala",28
"685","coupl",28
"686","promis",28
"687","tri",28
"688","hello",28
"689","ఇలా",28
"690","reliv",28
"691","awesom",28
"692","oneplus",28
"693","అసలు",28
"694","delhi",28
"695","mammootti",28
"696","tak",28
"697","sit",28
"698","father",28
"699","gulati",28
"700","neha",28
"701","जानिए",28
"702","debat",28
"703","north",28
"704","john",28
"705","car",28
"706","gupta",28
"707","என்ன",28
"708","आज",28
"709","savitri",28
"710","शनिवार",28
"711","samsung",28
"712","smartphon",27
"713","పెళ్లి",27
"714","kaur",27
"715","offic",27
"716","idea",27
"717","karnataka",27
"718","करें",27
"719","hyderabadi",27
"720","kamal",27
"721","see",27
"722","आरती",27
"723","सिंह",27
"724","boney",27
"725","साल",27
"726","maa",27
"727","ladi",27
"728","peek",27
"729","fulli",27
"730","kasthooriman",27
"731","budget",27
"732","mirchi",27
"733","smile",27
"734","prabha",27
"735","vishnu",27
"736","visit",27
"737","mom",27
"738","vicki",26
"739","2017the",26
"740","darshan",26
"741","hakki",26
"742","power",26
"743","weird",26
"744","होली",26
"745","singl",26
"746","mark",26
"747","spoof",26
"748","girliyapa",26
"749","surpris",26
"750","hospit",26
"751","laxmi",26
"752","raashi",26
"753","ఏం",26
"754","radhika",26
"755","nayanthara",26
"756","insid",26
"757","chandra",26
"758","anu",26
"759","feder",26
"760","origin",26
"761","पाओगे",26
"762","संभाल",26
"763","old",26
"764","jain",26
"765","agnathavasi",26
"766","half",26
"767","mysteri",26
"768","gujju",26
"769","arrest",26
"770","galaxi",26
"771","grewal",25
"772","act",25
"773","angel",25
"774","dont",25
"775","amma",25
"776","कॉमेडी",25
"777","राजस्थानी",25
"778","rajesh",25
"779","product",25
"780","varma",25
"781","vidya",25
"782","aib",25
"783","xiaomi",25
"784","perfect",25
"785","mor",25
"786","hot",25
"787","bank",25
"788","attack",25
"789","heart",25
"790","చేస్తే",25
"791","kunba",25
"792","vairamuthu",25
"793","illu",25
"794","headlin",25
"795","trend",25
"796","తెలుసా",25
"797","satir",25
"798","yaarudi",25
"799","lunar",25
"800","way",25
"801","motion",25
"802","आयेगा",25
"803","timelin",25
"804","khiladigalu",25
"805","task",25
"806","ravish",24
"807","padmaavat",24
"808","high",24
"809","congress",24
"810","sukumar",24
"811","byn",24
"812","பெண்",24
"813","ranveer",24
"814","shah",24
"815","hmtv",24
"816","rdc",24
"817","republ",24
"818","truth",24
"819","protest",24
"820","mukesh",24
"821","suriya",24
"822","oneindia",24
"823","sriniva",24
"824","mallemalatv",24
"825","कोई",24
"826","beauti",24
"827","bindra",24
"828","nua",24
"829","pune",24
"830","करे",24
"831","ask",24
"832","kotha",24
"833","health",24
"834","rakesh",23
"835","mla",23
"836","friday",23
"837","anubhavinchu",23
"838","santhosh",23
"839","काम",23
"840","भारत",23
"841","யார்",23
"842","നടി",23
"843","kollywood",23
"844","era",23
"845","ttv",23
"846","గురించి",23
"847","funer",23
"848","preet",23
"849","arya",23
"850","veetu",23
"851","पहले",23
"852","jhanvi",23
"853","aveng",23
"854","open",23
"855","eclips",23
"856","koratala",23
"857","vika",23
"858","miss",23
"859","odi",23
"860","cricket",23
"861","bohu",23
"862","diwan",23
"863","pagal",23
"864","tsps",22
"865","parent",22
"866","calvari",22
"867","honest",22
"868","overview",22
"869","rishhsom",22
"870","aashqeen",22
"871","brother",22
"872","દવે",22
"873","wala",22
"874","navryachi",22
"875","poov",22
"876","करेंट",22
"877","हिंदीरटलेनाdaili",22
"878","pay",22
"879","tv5",22
"880","shiv",22
"881","arun",22
"882","sat",22
"883","लिए",22
"884","enga",22
"885","sivakarthikeyan",22
"886","explain",22
"887","ranbir",22
"888","ஸ்ரீதேவி",22
"889","balakrishna",22
"890","dhoni",22
"891","clash",22
"892","evict",22
"893","mp3",22
"894","గంగవ్వ",22
"895","होगा",22
"896","ama",22
"897","ghara",22
"898","बड़ी",22
"899","shami",22
"900","bokul",22
"901","janasena",21
"902","guru",21
"903","kareena",21
"904","humbl",21
"905","swami",21
"906","ના",21
"907","क्यों",21
"908","incid",21
"909","sunni",21
"910","deepika",21
"911","ranjith",21
"912","idre",21
"913","sham",21
"914","satish",21
"915","give",21
"916","sad",21
"917","நடிகை",21
"918","home",21
"919","భర్త",21
"920","shroff",21
"921","गुजरात",21
"922","accid",21
"923","தினகரன்",21
"924","शनि",21
"925","కళ్యాణ్",21
"926","sunitha",21
"927","krishna",21
"928","dharam",21
"929","anand",21
"930","titl",21
"931","unlimit",21
"932","maan",21
"933","dubai",21
"934","theatric",21
"935","நடிகர்",21
"936","newsqub",21
"937","deep",21
"938","seeman",21
"939","crazi",21
"940","guy",21
"941","bhatt",21
"942","googl",21
"943","rewind",21
"944","detail",21
"945","job",21
"946","opinion",21
"947","general",21
"948","jun",21
"949","aashiqui",21
"950","liga",21
"951","यह",21
"952","next",21
"953","thanthi",21
"954","dileep",21
"955","lover",20
"956","ని",20
"957","dev",20
"958","roman",20
"959","वीडियो",20
"960","हार",20
"961","ની",20
"962","aadhi",20
"963","run",20
"964","nokia",20
"965","support",20
"966","न",20
"967","respond",20
"968","ahuja",20
"969","got",20
"970","पवन",20
"971","baaghi",20
"972","કિંજલ",20
"973","divya",20
"974","bad",20
"975","khesari",20
"976","asp",20
"977","karan",20
"978","tholi",20
"979","ਦੇ",20
"980","दिन",20
"981","favorit",20
"982","svf",20
"983","mapillai",20
"984","padman",20
"985","roja",20
"986","railway",20
"987","repli",20
"988","siddharth",20
"989","tere",20
"990","unni",20
"991","lalit",20
"992","shokeen",20
"993","cute",20
"994","sambhaji",20
"995","ಗೊತ್ತಾ",20
"996","realiti",20
"997","मंगलवार",20
"998","వింటే",20
"999","दी",20
"1000","mon",20
"1001","chopra",20
"1002","2019",20
"1003","जो",20
"1004","biriyani",20
"1005","फिल्म",20
"1006","ಈ",20
"1007","kakkar",20
"1008","kiraak",19
"1009","aishwarya",19
"1010","romant",19
"1011","viu",19
"1012","jayasurya",19
"1013","rajasthani",19
"1014","style",19
"1015","tseri",19
"1016","junior",19
"1017","royal",19
"1018","effect",19
"1019","माता",19
"1020","सुबह",19
"1021","pictur",19
"1022","camera",19
"1023","బయటపెట్టిన",19
"1024","उपाय",19
"1025","educatioh",19
"1026","king",19
"1027","కి",19
"1028","prabhu",19
"1029","magic",19
"1030","marvel",19
"1031","parvathi",19
"1032","kya",19
"1033","baba",19
"1034","minut",19
"1035","eagl",19
"1036","amrapali",19
"1037","धोनी",19
"1038","beat",19
"1039","webseri",19
"1040","माँ",19
"1041","ഒരു",19
"1042","shahrukh",19
"1043","meenakshi",19
"1044","chaudhari",19
"1045","हुए",19
"1046","elvish",19
"1047","gst",19
"1048","hasley",19
"1049","stage",19
"1050","moj",19
"1051","yuvan",19
"1052","jayalalitha",19
"1053","engin",19
"1054","ਨੂੰ",18
"1055","fast",18
"1056","sir",18
"1057","కారణం",18
"1058","bajwa",18
"1059","prem",18
"1060","makeup",18
"1061","sudigaali",18
"1062","suicid",18
"1063","social",18
"1064","tour",18
"1065","kalyani",18
"1066","priyadarshan",18
"1067","9rose",18
"1068","suma",18
"1069","harshdeep",18
"1070","व",18
"1071","answer",18
"1072","weekend",18
"1073","cse",18
"1074","demis",18
"1075","mathrubhumi",18
"1076","राशि",18
"1077","இந்த",18
"1078","realshit",18
"1079","luv",18
"1080","seithig",18
"1081","chal",18
"1082","ഈ",18
"1083","laila",18
"1084","அதிரடி",18
"1085","యాంకర్",18
"1086","🔴live",18
"1087","baigan",18
"1088","dreamz",18
"1089","velaikkaran",18
"1090","gangavva",18
"1091","suspens",18
"1092","slam",18
"1093","బాబు",18
"1094","ऐसा",18
"1095","good",18
"1096","troll",18
"1097","aam",18
"1098","contest",18
"1099","amitabh",18
"1100","tdp",18
"1101","bewafa",18
"1102","పై",18
"1103","ranga",18
"1104","free",18
"1105","becom",18
"1106","bakchodi",18
"1107","vignesh",18
"1108","minist",18
"1109","cover",18
"1110","caught",18
"1111","vivo",18
"1112","செய்த",18
"1113","celeb",18
"1114","🔥🔥🔥",18
"1115","soon",18
"1116","also",18
"1117","बस",18
"1118","niharika",18
"1119","guri",18
"1120","meri",18
"1121","must",17
"1122","yaari",17
"1123","chang",17
"1124","માં",17
"1125","gundu",17
"1126","ग्रहण",17
"1127","വീഡിയോ",17
"1128","విజయ్",17
"1129","rang",17
"1130","total",17
"1131","sister",17
"1132","vinayaka",17
"1133","marappathillai",17
"1134","nenjam",17
"1135","heroin",17
"1136","सोमवार",17
"1137","nagarjuna",17
"1138","card",17
"1139","ugadi",17
"1140","money",17
"1141","venu",17
"1142","put",17
"1143","ludhiana",17
"1144","manoj",17
"1145","अब",17
"1146","manju",17
"1147","jagan",17
"1148","unknown",17
"1149","श्रीदेवी",17
"1150","वाले",17
"1151","rasi",17
"1152","andal",17
"1153","strong",17
"1154","kahani",17
"1155","తో",17
"1156","ghazal",17
"1157","sidhu",17
"1158","फिर",17
"1159","jignesh",17
"1160","ನೋಡಿ",17
"1161","infin",17
"1162","kaalchakra",17
"1163","roy",17
"1164","loss",17
"1165","sethupathi",17
"1166","bhadana",17
"1167","smackdown",17
"1168","ಅಗ್ನಿಸಾಕ್ಷಿ",17
"1169","asianet",17
"1170","kalyana",17
"1171","stand",17
"1172","shreya",17
"1173","ind",17
"1174","name",17
"1175","sahibnoor",17
"1176","ముందు",17
"1177","முன்",17
"1178","box",17
"1179","disha",17
"1180","princ",17
"1181","दिसम्बर",17
"1182","जब",17
"1183","happen",17
"1184","रह",17
"1185","share",16
"1186","ਚ",16
"1187","eic",16
"1188","09th",16
"1189","ఇదే",16
"1190","adda",16
"1191","gossip",16
"1192","शीतल",16
"1193","aadu",16
"1194","padukon",16
"1195","सिर्फ",16
"1196","govt",16
"1197","नया",16
"1198","dialogu",16
"1199","astrolog",16
"1200","save",16
"1201","ఎలా",16
"1202","chandan",16
"1203","arshi",16
"1204","kanakala",16
"1205","हुई",16
"1206","bodi",16
"1207","gopal",16
"1208","randhawa",16
"1209","kahan",16
"1210","lafzon",16
"1211","psl",16
"1212","shahid",16
"1213","anil",16
"1214","sonu",16
"1215","రెడ్డి",16
"1216","sundar",16
"1217","abhi",16
"1218","lose",16
"1219","craft",16
"1220","dulquer",16
"1221","topper",16
"1222","ಶಾಕ್",16
"1223","action",16
"1224","start",16
"1225","कसम",16
"1226","thank",16
"1227","983",16
"1228","rajkumar",16
"1229","anna",16
"1230","emmanuel",16
"1231","podu",16
"1232","dharm",16
"1233","chandragiri",16
"1234","subbu",16
"1235","bachchan",16
"1236","tvf",16
"1237","కు",16
"1238","ഞെട്ടി",16
"1239","चौधरी",16
"1240","बात",16
"1241","साथ",16
"1242","agnisakshi",16
"1243","bachelor",16
"1244","roshan",16
"1245","सब",16
"1246","watch",16
"1247","hadd",16
"1248","easi",16
"1249","rashmi",16
"1250","cray",16
"1251","effin",16
"1252","आशिकी",16
"1253","तू",16
"1254","बार",16
"1255","rahman",16
"1256","kasam",16
"1257","pandey",16
"1258","scoopwhoop",16
"1259","ഭാവനയുടെ",16
"1260","mind",16
"1261","screen",16
"1262","naal",16
"1263","produc",15
"1264","ਗੌਂਡਰ",15
"1265","अपने",15
"1266","tweet",15
"1267","होणार",15
"1268","never",15
"1269","धन",15
"1270","लक्ष्मी",15
"1271","jassi",15
"1272","ajith",15
"1273","fake",15
"1274","எப்படி",15
"1275","ને",15
"1276","mall",15
"1277","turn",15
"1278","tribut",15
"1279","बोले",15
"1280","hilari",15
"1281","इन",15
"1282","motiv",15
"1283","sabha",15
"1284","💖💖",15
"1285","expos",15
"1286","child",15
"1287","evm",15
"1288","ఒక్క",15
"1289","कपूर",15
"1290","moviebuff",15
"1291","ajay",15
"1292","crime",15
"1293","csk",15
"1294","associ",15
"1295","mix",15
"1296","పని",15
"1297","antoni",15
"1298","phalalu",15
